seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,maxenergy
1,0,1,450060,2019,-33,-2,0,3,0,3,0,0,14000,8000
1,0,1,779850,2999,35,38,0,2,1,1,0,0,5600,5000
1,0,1,568200,1834,-16,-7,0,4,2,1,1,0,32700,30000
0,0,0,58200,219,-27,-38,0,1,0,1,0,0,3000,3000
0,0,1,498400,1647,-4,-8,0,1,1,0,0,0,300,300
1,0,1,332180,1890,-33,-16,0,1,0,1,0,0,1000,1000
1,0,1,199030,1255,-30,-45,0,2,2,0,0,0,700,400
1,0,0,136810,746,-41,-47,0,1,0,0,1,0,40000,40000
1,0,1,358490,1231,-36,-58,0,1,1,0,0,0,400,400
1,0,0,102550,731,-53,-45,0,0,0,0,0,0,0,0
0,1,1,511560,2205,-9,-10,0,5,2,3,0,0,9700,5000
0,0,0,4150,67,-95,-87,0,0,0,0,0,0,0,0
1,0,1,94740,732,-79,-73,0,3,2,0,1,0,21000,20000
1,0,1,47980,382,-26,-32,0,3,1,1,1,0,38600,30000
1,1,1,36100,285,-14,-19,0,6,3,3,0,0,14300,9000
1,1,1,54610,527,95,84,0,6,1,5,0,0,14700,4000
1,1,1,59300,690,53,70,0,6,1,5,0,0,25700,8000
1,1,0,20340,271,16,93,0,2,0,1,0,1,202000,200000
0,1,0,4930,109,-59,-31,0,1,0,1,0,0,5000,5000
1,0,1,38170,784,-27,12,0,3,1,2,0,0,3500,2000
1,1,1,61140,306,22,-69,0,8,5,2,1,0,89400,80000
1,1,1,88360,443,1,15,0,4,2,2,0,0,6300,4000
0,0,1,66680,430,-17,9,0,2,1,1,0,0,5400,5000
0,0,1,43660,281,-44,-29,0,1,1,0,0,0,700,700
0,0,1,80210,525,18,32,0,3,1,2,0,0,2700,1000
0,1,0,1860,33,-78,-30,0,1,0,1,0,0,4000,4000
1,0,1,87140,680,94,83,0,4,2,1,1,0,27100,20000
0,1,0,1630,26,-72,-44,0,1,1,0,0,0,800,800
0,1,0,2560,38,-49,-14,0,2,1,1,0,0,1300,1000
0,1,1,37840,468,-57,-47,0,2,2,0,0,0,1200,600
0,0,0,9470,79,-81,-84,0,1,0,1,0,0,2000,2000
0,0,1,36020,487,15,18,0,1,1,0,0,0,400,400
1,1,1,45470,573,64,65,0,8,5,2,1,0,33600,20000
0,0,0,1150,22,-88,-73,0,1,1,0,0,0,100,100
0,0,0,1650,21,-79,-69,0,0,0,0,0,0,0,0
0,0,1,46740,553,27,29,0,6,3,3,0,0,5800,2000
0,0,1,23040,318,-39,-28,0,2,1,1,0,0,1300,1000
0,1,1,39980,629,14,43,1,2,1,1,0,0,2800,2000
1,1,1,92780,1256,173,172,1,5,2,2,1,0,23500,20000
0,0,0,6320,32,11,-38,0,1,0,1,0,0,4000,4000
0,0,0,6070,46,14,-9,0,1,0,1,0,0,3000,3000
0,0,1,20250,157,-41,-39,0,4,3,1,0,0,2600,1000
0,0,1,29150,259,0,18,0,1,1,0,0,0,600,600
0,1,1,40140,417,19,35,0,6,2,4,0,0,11300,4000
1,0,1,30430,308,-16,-19,0,2,1,1,0,0,4500,4000
1,1,1,40030,577,-28,-13,0,0,0,0,0,0,0,0
0,1,1,44770,770,-22,2,0,1,0,1,0,0,1000,1000
0,0,0,72300,155,-14,-82,0,1,0,1,0,0,5000,5000
0,0,0,11440,121,-68,-37,0,0,0,0,0,0,0,0
0,0,0,26800,94,-18,-49,0,1,0,1,0,0,3000,3000
0,0,0,43650,334,38,90,0,0,0,0,0,0,0,0
1,0,1,163510,1534,13,23,0,2,0,1,1,0,72000,70000
0,1,1,200350,1668,43,24,0,0,0,0,0,0,0,0
0,0,0,26780,345,18,94,0,0,0,0,0,0,0,0
0,0,1,172530,2873,18,44,0,3,2,1,0,0,2300,1000
0,0,0,6430,30,-33,-79,0,1,1,0,0,0,300,300
0,0,1,18210,150,-54,-51,0,3,1,2,0,0,7700,5000
0,1,1,48820,446,57,75,1,5,4,1,0,0,3900,2000
0,0,1,46170,404,53,45,0,1,1,0,0,0,700,700
1,1,1,18580,121,-31,-59,0,2,2,0,0,0,1200,800
0,0,0,950,4,-40,-90,0,0,0,0,0,0,0,0
0,1,0,49410,74,-33,-69,0,2,0,2,0,0,6000,3000
0,0,0,16210,44,-37,-6,0,1,0,1,0,0,9000,9000
0,0,1,82480,172,-34,-21,0,1,0,1,0,0,1000,1000
0,0,1,129190,278,47,67,0,4,1,3,0,0,13500,8000
0,0,0,39660,86,80,87,0,0,0,0,0,0,0,0
0,0,1,105160,284,34,66,0,1,0,1,0,0,6000,6000
0,0,0,4760,35,-94,-73,0,0,0,0,0,0,0,0
0,0,0,10100,23,-82,-75,0,0,0,0,0,0,0,0
0,0,0,12620,37,16,-8,0,0,0,0,0,0,0,0
0,1,0,14670,44,23,10,0,0,0,0,0,0,0,0
0,1,0,11500,30,-3,-25,0,0,0,0,0,0,0,0
0,1,0,5250,66,-49,36,0,0,0,0,0,0,0,0
0,0,0,3410,16,-66,-60,0,0,0,0,0,0,0,0
0,0,0,2870,22,-40,-45,0,0,0,0,0,0,0,0
0,0,0,3420,14,5,-65,0,0,0,0,0,0,0,0
0,0,0,2540,19,12,-52,0,0,0,0,0,0,0,0
0,0,0,3720,43,75,8,0,0,0,0,0,0,0,0
0,0,0,750,15,-73,-62,0,0,0,0,0,0,0,0
0,0,0,2810,7,15,-82,0,0,0,0,0,0,0,0
0,0,0,2070,14,-23,-65,0,0,0,0,0,0,0,0
0,0,0,3100,22,4,-45,0,0,0,0,0,0,0,0
0,0,0,3130,25,6,-38,0,0,0,0,0,0,0,0
0,0,0,3600,20,5,-50,0,0,0,0,0,0,0,0
0,0,1,18470,525,-46,-41,0,0,0,0,0,0,0,0
0,0,1,27450,512,16,0,0,1,1,0,0,0,300,300
1,0,1,31450,286,47,-40,0,0,0,0,0,0,0,0
1,0,1,31310,504,47,6,0,0,0,0,0,0,0,0
0,0,0,13780,289,28,20,0,0,0,0,0,0,0,0
0,1,1,21860,196,-16,-60,0,0,0,0,0,0,0,0
0,1,1,14370,338,-44,-24,0,1,1,0,0,0,400,400
0,1,0,9380,234,-13,-3,0,0,0,0,0,0,0,0
0,1,0,8290,229,-15,0,0,0,0,0,0,0,0,0
0,1,1,21910,695,-10,-4,0,1,1,0,0,0,300,300
1,1,1,17390,278,-31,-32,0,1,1,0,0,0,600,600
1,0,1,15770,549,-26,-12,0,0,0,0,0,0,0,0
1,0,1,17360,380,-37,-9,0,0,0,0,0,0,0,0
1,0,1,28010,693,23,3,0,0,0,0,0,0,0,0
0,0,0,18040,317,95,43,0,0,0,0,0,0,0,0
0,0,0,7120,227,-23,2,0,0,0,0,0,0,0,0
0,0,0,6170,187,-33,-16,0,0,0,0,0,0,0,0
0,0,0,2940,65,-20,-40,0,0,0,0,0,0,0,0
0,0,0,5900,63,-30,-71,0,1,0,1,0,0,2000,2000
0,0,1,14070,504,25,81,0,0,0,0,0,0,0,0
0,1,1,11320,472,-6,56,1,0,0,0,0,0,0,0
0,1,1,18170,408,50,35,1,0,0,0,0,0,0,0
0,1,1,12370,346,2,15,1,0,0,0,0,0,0,0
0,1,1,7600,246,-42,-25,1,0,0,0,0,0,0,0
0,1,1,36230,822,177,151,1,1,0,1,0,0,8000,8000
0,1,1,21860,283,39,14,0,1,0,1,0,0,4000,4000
0,1,1,27670,305,283,53,0,0,0,0,0,0,0,0
0,1,1,12980,436,-13,16,1,0,0,0,0,0,0,0
0,1,1,15030,484,-5,22,0,0,0,0,0,0,0,0
1,1,1,17970,518,1,13,0,0,0,0,0,0,0,0
0,1,1,11160,543,-41,7,0,0,0,0,0,0,0,0
0,1,1,44150,951,134,88,0,0,0,0,0,0,0,0
0,1,0,6010,329,-36,5,0,0,0,0,0,0,0,0
0,0,0,9220,277,-2,-11,0,0,0,0,0,0,0,0
0,0,0,5480,223,-21,27,0,0,0,0,0,0,0,0
0,1,0,8820,280,-4,-10,0,0,0,0,0,0,0,0
0,0,1,17670,538,4,-3,0,0,0,0,0,0,0,0
1,0,1,29790,695,121,80,0,0,0,0,0,0,0,0
1,0,1,62880,826,338,99,1,1,1,0,0,0,700,700
1,1,1,25930,631,70,43,1,0,0,0,0,0,0,0
1,1,0,30840,1022,235,235,1,0,0,0,0,0,0,0
1,1,1,45680,1276,84,92,0,1,1,0,0,0,500,500
1,1,1,31160,1133,-7,23,1,1,0,1,0,0,5000,5000
0,1,0,17390,720,89,136,0,0,0,0,0,0,0,0
0,1,0,9870,360,5,14,0,0,0,0,0,0,0,0
0,0,0,8390,33,262,-65,0,0,0,0,0,0,0,0
0,0,0,7460,240,-28,-32,0,0,0,0,0,0,0,0
0,0,1,25200,318,-20,-40,0,1,0,1,0,0,1000,1000
1,0,1,38530,1232,3,18,0,1,1,0,0,0,700,700
1,0,1,21200,794,-43,-24,0,1,1,0,0,0,200,200
1,0,1,27810,499,-17,-9,0,0,0,0,0,0,0,0
1,0,1,16470,668,-57,-38,0,0,0,0,0,0,0,0
1,1,1,29520,779,-28,-32,0,0,0,0,0,0,0,0
1,1,0,9910,431,-4,22,0,0,0,0,0,0,0,0
1,1,1,82030,349,681,57,1,3,3,0,0,0,1300,600
1,1,1,17300,656,-56,-43,0,1,0,1,0,0,7000,7000
0,0,1,42860,588,24,5,0,0,0,0,0,0,0,0
0,0,1,56650,693,64,23,0,1,0,0,1,0,10000,10000
0,1,1,49930,1525,43,49,0,2,1,0,1,0,10200,10000
0,1,1,20610,670,-41,-36,0,0,0,0,0,0,0,0
0,1,1,39850,714,13,-32,0,1,1,0,0,0,300,300
0,1,1,21750,635,-38,-40,0,0,0,0,0,0,0,0
0,1,1,68830,633,96,13,0,2,0,2,0,0,5000,3000
1,0,0,15760,318,89,89,0,0,0,0,0,0,0,0
1,0,1,26210,619,-20,20,0,0,0,0,0,0,0,0
0,0,0,10410,422,4,21,0,0,0,0,0,0,0,0
0,0,0,9030,342,-14,-8,0,1,0,0,1,0,80000,80000
1,0,0,5520,171,-38,-8,0,0,0,0,0,0,0,0
1,0,0,2940,123,-72,-68,0,0,0,0,0,0,0,0
1,1,1,17580,406,-38,-16,0,0,0,0,0,0,0,0
0,1,1,69240,857,142,73,0,0,0,0,0,0,0,0
0,1,1,32830,1134,17,75,1,0,0,0,0,0,0,0
1,1,0,12780,376,23,-1,1,0,0,0,0,0,0,0
1,1,0,7400,169,-28,-54,1,0,0,0,0,0,0,0
1,1,0,2970,142,-71,-61,1,0,0,0,0,0,0,0
0,1,0,4890,162,97,88,0,0,0,0,0,0,0,0
0,0,0,18890,386,102,19,0,1,1,0,0,0,400,400
0,0,1,40350,645,24,5,0,0,0,0,0,0,0,0
0,0,1,36680,513,47,3,0,0,0,0,0,0,0,0
0,0,1,18130,463,-51,-24,0,0,0,0,0,0,0,0
0,0,1,19580,439,-44,-24,0,0,0,0,0,0,0,0
0,0,1,7320,177,-71,-65,0,0,0,0,0,0,0,0
1,0,1,47840,594,106,27,0,0,0,0,0,0,0,0
1,1,1,17290,278,-30,-39,1,1,0,1,0,0,4000,4000
1,1,1,14460,271,-42,-40,1,0,0,0,0,0,0,0
1,1,1,25050,451,-14,-7,0,0,0,0,0,0,0,0
1,0,1,16830,396,-14,-18,0,0,0,0,0,0,0,0
1,0,0,11210,323,-10,29,0,0,0,0,0,0,0,0
1,0,1,31800,585,-9,6,0,1,1,0,0,0,100,100
0,0,0,4140,186,-67,-26,0,0,0,0,0,0,0,0
0,0,0,5280,178,-29,-16,0,0,0,0,0,0,0,0
0,0,0,6160,258,-46,6,0,0,0,0,0,0,0,0
0,0,0,8180,273,-28,12,0,0,0,0,0,0,0,0
0,0,1,48930,769,54,46,0,0,0,0,0,0,0,0
0,0,1,33900,682,7,29,0,0,0,0,0,0,0,0
0,0,1,48600,562,64,12,0,0,0,0,0,0,0,0
0,0,1,17370,379,-42,-26,0,0,0,0,0,0,0,0
0,0,1,74470,655,148,28,0,0,0,0,0,0,0,0
1,0,1,65930,869,125,75,0,0,0,0,0,0,0,0
1,0,1,29370,694,0,40,0,0,0,0,0,0,0,0
0,2,0,25050,678,227,186,2,0,0,0,0,0,0,0
0,2,1,67230,1155,57,75,1,2,1,1,0,0,3500,3000
0,2,1,106030,988,148,49,1,0,0,0,0,0,0,0
1,1,1,40670,608,-19,-17,0,1,1,0,0,0,200,200
1,1,0,16930,792,121,234,0,1,1,0,0,0,200,200
1,1,1,19860,732,9,64,0,1,0,1,0,0,3000,3000
1,0,1,56900,761,98,-4,0,2,1,1,0,0,2700,2000
1,0,1,29480,510,-7,-39,0,0,0,0,0,0,0,0
1,0,1,48980,1007,54,21,0,0,0,0,0,0,0,0
1,1,0,19820,362,-21,-42,0,0,0,0,0,0,0,0
1,1,1,22720,181,-9,-64,0,0,0,0,0,0,0,0
0,1,1,32660,290,31,-42,0,0,0,0,0,0,0,0
1,1,1,38240,410,47,-15,0,1,1,0,0,0,100,100
1,1,1,40620,398,56,-18,0,0,0,0,0,0,0,0
0,1,1,13320,153,-52,-68,0,1,0,1,0,0,3000,3000
0,0,1,18590,320,-34,-31,0,0,0,0,0,0,0,0
0,0,1,35570,505,25,9,0,0,0,0,0,0,0,0
1,0,1,35010,390,18,-13,0,0,0,0,0,0,0,0
1,0,1,22440,483,-29,10,0,0,0,0,0,0,0,0
1,0,0,28290,478,126,91,0,0,0,0,0,0,0,0
0,0,1,19390,469,-39,10,0,0,0,0,0,0,0,0
0,1,0,13550,326,8,30,0,0,0,0,0,0,0,0
1,1,1,23860,269,-11,-38,0,1,1,0,0,0,200,200
0,1,0,4650,104,-62,-57,0,0,0,0,0,0,0,0
0,0,0,3160,73,-75,-70,0,0,0,0,0,0,0,0
0,0,0,1400,51,-88,-78,0,0,0,0,0,0,0,0
0,0,0,3860,53,-68,-77,0,0,0,0,0,0,0,0
0,0,1,11660,209,-47,-43,0,1,1,0,0,0,400,400
0,0,1,8620,239,-58,-31,0,0,0,0,0,0,0,0
0,0,1,9940,226,-49,-32,0,1,1,0,0,0,500,500
0,0,1,8080,294,-48,4,0,0,0,0,0,0,0,0
1,0,0,6940,186,-39,-17,0,1,0,1,0,0,2000,2000
1,0,0,5120,121,-55,-46,0,0,0,0,0,0,0,0
1,0,1,15530,237,33,-6,0,0,0,0,0,0,0,0
1,0,1,9890,183,-29,-31,0,0,0,0,0,0,0,0
1,0,0,6780,112,-33,-40,0,0,0,0,0,0,0,0
1,0,0,4400,120,-57,-36,0,0,0,0,0,0,0,0
1,0,1,36870,579,163,119,0,1,0,1,0,0,5000,5000
1,0,0,11190,245,10,31,0,0,0,0,0,0,0,0
0,0,0,9070,195,-11,4,0,0,0,0,0,0,0,0
0,0,1,25650,553,96,115,0,0,0,0,0,0,0,0
1,0,0,8560,210,-18,2,0,0,0,0,0,0,0,0
1,0,1,28910,307,115,20,0,0,0,0,0,0,0,0
0,0,1,16130,322,2,2,0,0,0,0,0,0,0,0
